name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,owners_rank,appid
My Life as a Maiden,2018-01-26,0.50962,RhinoGearz,RhinoGearz,windows;mac;linux,-0.51125,Single-player,Casual;Simulation,Sexual Content;Casual;Visual Novel,-0.70668,-0.56829,-0.61048,-0.60557,-0.60643,0-20000,0.24244,11.0,754840
The Spy Who Shrunk Me,2018-12-18,0.50962,Catland,Catland,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Adventure;Indie;Early Access,Early Access;Stealth;Assassin,-0.31624,-0.57425,-0.60461,-0.60557,-0.60643,0-20000,1.28912,11.0,754850
Zero Days VR,2017-12-14,0.50962,Scatter,Scatter,windows,-0.51125,Single-player,Casual;Indie,Indie;Casual;VR,-0.70668,-0.5933,-0.61341,-0.60557,-0.60643,0-20000,-0.45535,11.0,754930
Snowglobe,2018-02-08,0.50962,Friend Factory,Friend Factory,windows,-0.51125,Single-player,Adventure;Indie,Adventure;Indie;VR,-0.70668,-0.5927,-0.61634,-0.60557,-0.60643,0-20000,-0.45535,11.0,755130
Air Dash,2017-12-15,0.50962,Iron,Vishwa Karma,windows,-0.51125,Single-player;Steam Achievements,Indie;Simulation;Strategy,Strategy;Indie;Simulation,-0.70668,-0.59508,-0.61048,-0.60557,-0.60643,0-20000,-0.69521,11.0,755140
Aurora Trail,2017-12-28,0.50962,Screenhit Studios,Screenhit Studios,windows,-0.51125,Single-player;Captions available;Partial Controller Support,Free to Play;Indie;RPG;Strategy,Free to Play;Indie;Strategy,-0.70668,-0.55698,-0.587,-0.60557,-0.60643,20000-50000,-1.3254,10.0,755150
Frutakia 2,2017-11-29,0.50962,Crazysoft Limited,Crazysoft Limited,windows;mac;linux,-0.51125,Single-player,Casual;Indie;Strategy,Indie;Casual;Strategy,-0.70668,-0.59211,-0.61048,-0.60557,-0.60643,0-20000,-0.69521,11.0,755220
Target speed,2018-01-15,0.50962,Kedexa,Kedexa,windows,-0.51125,Single-player,Indie;Racing,Indie;Racing,-0.70668,-0.59508,-0.61048,-0.60557,-0.60643,0-20000,-1.15314,11.0,755230
Raining Coins,2017-12-06,0.50962,Crazysoft Limited,Crazysoft Limited,windows;mac;linux,-0.51125,Single-player,Action;Casual;Indie,Indie;Action;Casual,-0.70668,-0.59151,-0.61634,-0.60557,-0.60643,0-20000,-0.69521,11.0,755240
Impale,2018-01-25,0.50962,mibix,mibix,windows,-0.51125,Single-player,Casual;Indie,Indie;Casual,-0.65983,-0.58556,-0.61048,-0.60557,-0.60643,0-20000,-0.95688,11.0,755250
"CyberLink PowerDVD 18 Ultra - Media player, video player, 4k media player, 360 video",2018-06-12,0.50962,CyberLink,Koch Media,windows,-0.51125,Partial Controller Support,Animation & Modeling;Utilities,Utilities;Animation & Modeling,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,16.11712,11.0,755320
Shawy Adventures,2019-04-11,0.50962,Ice Wizard Studio,Ice Wizard Studio,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;Early Access,Early Access;Action;Indie,-0.39433,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,-0.69521,11.0,755340
Truth: Disorder,2017-12-05,0.50962,JustE AAN,JustE Publishing,windows;mac;linux,-0.51125,Single-player;Steam Achievements,Indie,Indie;Visual Novel;Anime,-0.44118,-0.58437,-0.56646,-0.60557,-0.60643,0-20000,-0.95688,11.0,755350
Vengeful Rites,2018-11-09,0.50962,Deep Dive Interactive,Deep Dive Interactive,windows,-0.51125,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,-0.70668,-0.57127,-0.61048,-0.60557,-0.60643,0-20000,2.05233,11.0,755410
Stage 3: Azaria,2018-03-16,0.50962,Unforgiven,Unforgiven,windows,-0.51125,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,-0.70668,-0.59568,-0.60754,-0.60557,-0.60643,0-20000,1.18009,11.0,755450
The World Next Door,2019-03-28,0.50962,Rose City Games,VIZ Media,windows;mac,-0.51125,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,-0.33186,-0.56829,-0.5958,-0.60557,-0.60643,0-20000,1.2237,11.0,755470
Rocket Blasters,2017-12-06,0.50962,Schmidt Workshops,Schmidt Workshops,windows;linux,-0.51125,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,-0.40994,-0.58853,-0.61634,-0.60557,-0.60643,0-20000,-1.15314,11.0,755490
ONE PIECE World Seeker,2019-03-14,0.50962,"GANBARION Co., Ltd.",BANDAI NAMCO Entertainment,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Adventure;Anime,0.05858,-0.45637,-0.11746,-0.60557,-0.60643,0-20000,7.39477,11.0,755500
Battle Shapes,2019-01-04,0.50962,Kawaiisun Games,Kawaiisun Games,windows,-0.51125,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Casual;Indie;Sports;Strategy,Casual;Action;Indie,-0.5505,-0.58794,-0.61634,-0.60557,-0.60643,0-20000,-0.45535,11.0,755520
Factorybelts 2,2017-12-07,0.50962,Robin Hänni;Bastien Darbellay,Robin Hänni,windows,-0.51125,Single-player;Steam Cloud,Casual;Indie;Early Access,Early Access;Indie;Casual,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,755530
LIV,2018-02-12,0.50962,LIV Inc,LIV Inc,windows,-0.51125,Steam Cloud,Utilities;Video Production;Web Publishing;Early Access,Early Access;Video Production;Utilities,-0.70668,-0.5284,-0.5958,-0.60557,-0.60643,50000-100000,-1.3254,9.0,755540
Arrowpoint,2017-12-11,0.50962,Spotted Zebra Software LLC,Spotted Zebra Software LLC,windows,-0.51125,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;Sports,Action;Adventure;Indie,-0.61297,-0.58675,-0.61048,-0.60557,-0.60643,0-20000,-1.15314,11.0,755560
Chinbu's Adventure,2018-01-26,0.50962,Xefier Games Inc.,Xefier Games Inc.,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,Action;Adventure;Indie,-0.33186,-0.5796,-0.56939,-0.60557,-0.60643,0-20000,0.24244,11.0,755570
Daddy's gone a-hunting,2017-12-12,0.50962,Wojciech Krupinski,KrupinskiArt,windows,-0.51125,Single-player,Action;Adventure;Casual;Indie,Action;Indie;Casual,-0.70668,-0.59449,-0.59874,-0.60557,-0.60643,0-20000,-1.15314,11.0,755580
Battle High 2 A+,2017-12-14,0.50962,Mattrified Games;Point5Projects,Mattrified Games,windows,-0.51125,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Fighting,-0.16006,-0.59091,-0.61048,-0.60557,-0.60643,0-20000,-0.95688,11.0,755590
Christmas Race,2017-12-01,0.50962,RewindApp,RewindApp,windows,-0.51125,Single-player,Casual;Indie,Indie;Casual,-0.70668,-0.58139,-0.55178,-0.60557,-0.60643,0-20000,-1.15314,11.0,755600
Defend Your Buttress,2017-12-12,0.50962,Jason Lee Martin,Jason Lee Martin,windows,-0.51125,Single-player;Shared/Split Screen;Partial Controller Support,Action;Indie,Action;Indie,-0.70668,-0.59449,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,755610
Drake of the 99 Dragons,2018-03-07,0.50962,Idol FX,Majesco Entertainment,windows,-0.51125,Single-player,Action,Action,-0.70668,-0.58318,-0.58406,-0.57727,-0.57736,0-20000,-0.19368,11.0,755630
Sleep Tight,2018-07-26,0.50962,We Are Fuzzy,We Are Fuzzy,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Strategy,Action;Indie;Strategy,-0.34747,-0.57663,-0.60461,-0.60557,-0.60643,0-20000,1.15829,11.0,755670
Power Supplied,2017-12-12,0.50962,King's Lance Games,King's Lance Games,windows;mac,-0.51125,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Adventure;Casual;Strategy,Strategy;Adventure;Casual,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,755760
YouTube VR,2017-12-14,0.50962,Google,Google,windows,-0.51125,Single-player;Captions available,Early Access,Early Access;VR,-0.70668,-0.52185,-8e-05,-0.57727,-0.56906,100000-200000,-1.3254,8.0,755770
Ring of Elysium,2018-09-19,0.50962,Aurora Studio,TCH Scarlet Limited,windows,-0.51125,Online Multi-Player,Action;Free to Play;Massively Multiplayer;Early Access,Early Access;Free to Play;Battle Royale,-0.70668,23.06691,38.09097,2.36962,-0.09158,2000000-5000000,-1.3254,4.0,755790
Hades' Star,2019-02-27,0.50962,Parallel Space Inc,Parallel Space Inc,windows;mac,-0.51125,Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Free to Play;Massively Multiplayer;Strategy,Free to Play;Massively Multiplayer;Strategy,-0.44118,-0.46113,-0.3493,-0.60557,-0.60643,50000-100000,-1.3254,9.0,755800
Lonely Astronaut,2018-03-16,0.50962,Greyson Richey;Nicholas Lives,Greyson Richey;Nicholas Lives,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie;Simulation,Casual;Action;Indie,-0.50365,-0.59032,-0.61341,-0.60557,-0.60643,0-20000,-1.15314,11.0,755830
VR Ping Pong Paradise,2017-12-25,0.50962,SAT-BOX,SAT-BOX,windows,-0.51125,Single-player,Sports,Sports;VR;Action,-0.70668,-0.59449,-0.60461,-0.60557,-0.60643,0-20000,1.07106,11.0,755850
Pipes!,2017-12-21,0.50962,Bullid Games,Bullid Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,0.83946,-0.554,-0.55765,-0.60557,-0.60643,20000-50000,-0.95688,10.0,755890
CHOP,2018-08-31,0.50962,Claws Up Games,Claws Up Games,windows;mac;linux,-0.51125,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Early Access,Early Access;Action;Indie,0.0742,-0.58972,-0.61634,-0.60557,-0.60643,0-20000,0.70036,11.0,755920
Fantasy Quest Solitaire,2018-01-16,0.50962,rokapublish,rokapublish,windows;mac,-0.51125,Single-player;Steam Achievements,Casual,Casual;Card Game;Adventure,-0.4568,-0.58198,-0.61634,-0.60557,-0.60643,0-20000,0.02438,11.0,755950
Deployment,2018-04-10,0.50962,Whale Rock Games,Whale Rock Games,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Casual;Indie;Massively Multiplayer;Sports;Strategy,Action;Indie;Multiplayer,0.13667,-0.46708,-0.54885,-0.60557,-0.60643,0-20000,-0.19368,11.0,755980
Puppet Kings,2017-12-11,0.50962,Timba Games,Plug In Digital,windows;mac;linux,-0.51125,Single-player;Full controller support;Steam Cloud,Action;Casual;Indie,Casual;Action;Indie,-0.70668,-0.58615,-0.60167,-0.60557,-0.60643,0-20000,0.19883,11.0,756020
RollerCoaster Legends,2017-12-21,0.50962,WarDucks,WarDucks,windows,-0.51125,Single-player,Adventure,Adventure;VR;Casual,-0.70668,-0.58615,-0.60167,-0.60557,-0.60643,0-20000,-0.45535,11.0,756040
Good Morning,2018-03-12,0.50962,Nicholas Rizzo,Nicholas Rizzo,windows,-0.51125,Single-player,Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Strategy;Action,-0.70668,-0.59032,-0.58993,-0.60557,-0.60643,0-20000,-0.45535,11.0,756090
Curse of the Old Gods,2017-12-04,0.50962,Tim Rachor,Tim Rachor,windows,-0.51125,Single-player;Steam Achievements;Steam Cloud,Adventure,Adventure,-0.51927,-0.59389,-0.61928,-0.60557,-0.60643,0-20000,-0.86966,11.0,756100
Born Tubi Wild,2017-12-11,0.50962,Dzsembori,Dzsembori,windows,-0.51125,Single-player;Steam Cloud,Casual;Indie;Simulation,Simulation;Indie;Casual,-0.70668,-0.59091,-0.61928,-0.60557,-0.60643,0-20000,-0.89147,11.0,756150
Sky Road,2017-12-08,0.50962,Lev Gogol,Lev Gogol,windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual,-0.51927,-0.58496,-0.55178,-0.60557,-0.60643,0-20000,-1.15314,11.0,756190
Impossibox,2018-01-22,0.50962,Deadly Serious Media,Deadly Serious Media,windows,-0.51125,Single-player;Steam Achievements,Action;Indie,Action;Indie;Platformer,-0.56612,-0.59449,-0.61928,-0.60557,-0.60643,0-20000,-0.95688,11.0,756200
Talsaluq: Tower of Infinity,2017-12-15,0.50962,Legion Ivory,Black Water,windows,-0.51125,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,-0.70668,-0.59389,-0.61928,-0.60557,-0.60643,0-20000,-1.15314,11.0,756210
Whirlpool,2017-12-13,0.50962,Ward Mahadin;Aaram Mahadin;Nehaia Halabeieh,Ward Mahadin,windows,-0.51125,Single-player,Adventure;Indie,Indie;Adventure;Free to Play,-0.70668,-0.59389,-0.60461,-0.60557,-0.60643,0-20000,-1.3254,11.0,756220
KARTOFELKA,2018-01-10,0.50962,ObshaGaming,ObshaGaming,windows,-0.51125,Single-player;Steam Achievements,Violent;Indie,Indie;Violent,77.36581,-0.59211,-0.59874,-0.60557,-0.60643,0-20000,-1.15314,11.0,756230
Asylamba: Influence,2018-05-23,0.50962,Gil Clavien;Noé Zufferey;Jacky Casas,RTFM Corp.,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Stats;Includes level editor,Casual;Indie;Strategy,Strategy;Indie;Casual,-0.36309,-0.57603,-0.60461,-0.60557,-0.60643,0-20000,-0.2809,11.0,756240
Kingdom Defense,2017-12-01,0.50962,Mikhail Melnikov,Mikhail Melnikov,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Indie;Casual;Strategy,-0.25377,-0.58198,-0.5195,-0.60557,-0.60643,0-20000,-1.15314,11.0,756260
In League,2018-09-04,0.50962,Fatmoth Interactive;Potato Face Games,Fatmoth Interactive,windows,-0.51125,Single-player;Multi-player;Online Multi-Player,Action;Adventure;Early Access,Early Access;Action;Gore,-0.70668,-0.59389,-0.60754,-0.60557,-0.60643,0-20000,2.05233,11.0,756290
Snail Trek - Chapter 2: A Snail Of Two Worlds,2017-12-12,0.50962,Phil Fortier,Phil Fortier,windows;mac;linux,-0.51125,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;2D,-0.61297,-0.58318,-0.61928,-0.60557,-0.60643,0-20000,-1.15314,11.0,756320
Traffic Cop,2018-05-28,0.50962,Waden Kane Game Studios,Yes Productions,windows,-0.51125,Single-player;Steam Achievements,Action;Strategy,Action;Strategy;VR,-0.31624,-0.59508,-0.61048,-0.60557,-0.60643,0-20000,0.02438,11.0,756340
OutBreak: The Escape,2017-12-28,0.50962,Daimen Gaming,Daimen Gaming,windows,-0.51125,Single-player;Partial Controller Support,Violent;Action;Indie,Action;Indie;Violent,-0.70668,-0.59449,-0.60461,-0.60557,-0.60643,0-20000,-0.95688,11.0,756350
LINCH,2018-01-02,0.50962,Datura Games,Datura Games,windows,-0.51125,Multi-player,Violent;Gore;Indie;Massively Multiplayer;Early Access,Early Access;Indie;Gore,-0.70668,-0.53674,-0.45494,-0.60557,-0.60643,0-20000,-0.2809,11.0,756360
Super Bugman Extreme Ultra,2018-03-30,0.50962,SyKoHPaTh,SyKoHPaTh,windows,-0.51125,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Action;Adventure;Indie,Action;Adventure;Indie,-0.42556,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,-0.45535,11.0,756380
Dark Maze,2017-12-01,0.50962,Tortishka,Metal Fox,windows,-0.51125,Single-player,Action;Adventure;Indie,Indie;Adventure;Action,-0.70668,-0.58615,-0.56939,-0.60557,-0.60643,0-20000,-1.15314,11.0,756420
Your Bunny Wrote,2017-12-03,0.50962,SharkGame,Garage Games,windows,-0.51125,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Action;Casual;Adventure,-0.22253,-0.53733,-0.5782,-0.60557,-0.60643,20000-50000,-0.95688,10.0,756440
Next Hero,2018-03-16,0.50962,LINE Games Corporation,LINE Games Corporation,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Casual;Indie;RPG,Action;Adventure;RPG,0.49588,-0.58258,-0.5958,-0.60557,-0.60643,0-20000,0.24244,11.0,756490
Noir Chronicles: City of Crime,2018-01-25,0.50962,Brave Giant LTD,Artifex Mundi,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Noir,-0.39433,-0.5796,-0.56646,-0.60557,-0.60643,0-20000,1.15829,11.0,756500
Sensual VR,2018-01-22,0.50962,VRROOM Ultimate VR Experiences,The I Love Company,windows,-0.51125,Single-player,Sexual Content;Adventure,Adventure;Sexual Content;VR,-0.70668,-0.59568,-0.60461,-0.60557,-0.60643,0-20000,3.86222,11.0,756520
Robot Warriors,2019-04-22,0.50962,Fabio Cunha,Fabio Cunha,windows,-0.51125,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;Strategy,Action;Casual;Strategy,-0.64421,-0.59151,-0.58406,-0.60557,-0.60643,0-20000,-0.45535,11.0,756560
Atelier Lydie & Suelle ~The Alchemists and the Mysterious Paintings~,2018-03-27,0.50962,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support,RPG,RPG;Anime;Female Protagonist,0.0742,-0.38433,-0.52831,-0.60557,-0.60643,0-20000,9.57536,11.0,756590
Trianga's Project: Battle Splash 2.0,2017-12-18,0.50962,Dranya Studio,Dranya Studio,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Partial Controller Support,Action;Casual;Indie;Early Access,Early Access;Action;Casual,-0.70668,-0.56353,-0.60461,-0.60557,-0.60643,0-20000,0.31004,11.0,756600
Solar Wind,2018-04-17,0.50962,JimJams Games,JimJams Games,windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Shoot 'Em Up,-0.20692,-0.5927,-0.61928,-0.60557,-0.60643,0-20000,-0.95688,11.0,756630
THE BOX VR,2017-12-07,0.50962,NAKAMA VR GAMES,INTHEMIDDLE;NAKAMA VR,windows,-0.51125,Single-player,Action,Action;VR,-0.70668,-0.5927,-0.61341,-0.60557,-0.60643,0-20000,0.24244,11.0,756650
Angelo Skate Away,2018-01-26,0.50962,TeamTO Games,Plug In Digital,windows,-0.51125,Single-player;Full controller support,Action;Casual;Racing;Sports,Action;Casual;Racing,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,-0.45535,11.0,756680
Neon Seoul: Outrun,2017-12-20,0.50962,Playsnak,Playsnak,windows,-0.51125,Single-player;Steam Achievements;Steam Leaderboards,Action;Racing;Early Access,Early Access;Racing;Action,-0.39433,-0.57722,-0.60754,-0.60557,-0.60643,0-20000,0.70036,11.0,756700
Man of Honor,2017-12-07,0.50962,Simbryo,Simbryo,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Partial Controller Support,Violent;Action;Indie,Action;Indie;Violent,-0.47242,-0.5927,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,756740
cityglitch,2018-02-23,0.50962,mindfungus,mindfungus,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Casual;Indie;Strategy,-0.22253,-0.58913,-0.61928,-0.60557,-0.60643,0-20000,-0.86966,11.0,756790
M.A.X. 2: Mechanized Assault & Exploration,2017-12-18,0.50962,Interplay,Interplay,windows,-0.51125,Single-player;Multi-player,Strategy,Strategy,-0.70668,-0.59389,-0.61341,-0.60557,-0.60643,0-20000,0.24244,11.0,756810
摩尼遊戯TOKOYO,2018-03-25,-26.49217,STUDIO TOKOYO;vitte,STUDIO TOKOYO;vitte,windows;mac,-0.51125,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,-0.70668,-0.5927,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,756840
Archers,2018-01-18,0.50962,Stabbarey,Stabbarey,windows,-0.51125,Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements,Gore;Action;Adventure;Indie,Action;Adventure;Indie,-0.65983,-0.59389,-0.61341,-0.60557,-0.60643,0-20000,0.24244,11.0,756860
Anubis Dungeon,2017-12-12,0.50962,MyDreamForever_Old;Dark Light Studio,Dark Light Studio,windows,-0.51125,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Indie;Casual,-0.58174,-0.57901,-0.60461,-0.60557,-0.60643,0-20000,-1.15314,11.0,756870
NVL,2017-12-24,0.50962,CUTE ANIME GIRLS,Tranquility games,windows,-0.51125,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG;Strategy,Adventure;Casual;Nudity,61.96684,-0.55519,-0.47842,-0.60557,-0.60643,0-20000,-0.95688,11.0,756880
Raymond's Obstacle Course,2018-01-31,0.50962,Raymond Leung,Raymond Leung,windows,-0.51125,Single-player,Action;Adventure;Casual;Indie;Strategy,Strategy;Action;Adventure,-0.70668,-0.59449,-0.61928,-0.60557,-0.60643,0-20000,-0.69521,11.0,756980
Christmas Stories: A Christmas Carol Collector's Edition,2017-12-01,0.50962,Elephant Games,Big Fish Games,windows,-0.51125,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,-0.70668,-0.59211,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,757030
Desert Golfing,2017-12-18,0.50962,Captain Games,Captain Games,windows;mac,-0.51125,Single-player,Indie;Sports,Sports;Indie;Golf,-0.70668,-0.58079,-0.61048,-0.60557,-0.60643,0-20000,-0.95688,11.0,757040
DoubleTap,2017-12-17,0.50962,EasterEgg Workshop,EasterEgg Workshop,windows,-0.51125,Single-player,Action;Indie;Simulation;Early Access,Early Access;Action;Indie,-0.70668,-0.59032,-0.60461,-0.60557,-0.60643,0-20000,-0.45535,11.0,757060
Broadway: 1849,2017-11-22,0.50962,Choice of Games,Choice of Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Indie;Adventure;RPG,0.01173,-0.58972,-0.61341,-0.60557,-0.60643,0-20000,-0.69521,11.0,757080
VR RHYTHM ACTION SEIYA,2018-03-14,0.50962,WANDV.INC,WANDV.INC,windows,-0.51125,Single-player,Action;Casual;Indie;Sports,Action;Indie;Casual,-0.70668,-0.58198,-0.60754,-0.60557,-0.60643,0-20000,1.83427,11.0,757100
Paintball War,2018-06-01,0.50962,ShadowWolf Games,ShadowWolf Games,windows,-0.51125,Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases,Action;Free to Play;Massively Multiplayer;Simulation;Sports,Free to Play;Action;Massively Multiplayer,-0.285,-0.39921,0.87736,-0.5611,-0.56075,100000-200000,-1.3254,8.0,757130
ULTIMATE ARENA: SHOWDOWN,2018-02-23,0.50962,Triverske,Triverske,windows,-0.51125,Single-player,Casual;Simulation;Early Access,Early Access;Casual;Simulation,-0.70668,-0.5927,-0.5958,-0.60557,-0.60643,0-20000,-0.45535,11.0,757160
KOLOBOK,2017-12-11,0.50962,azimut team,azimut team,windows,-0.51125,Single-player,Adventure;Casual;Indie,Indie;Casual;Adventure,-0.70668,-0.57722,-0.49603,-0.60557,-0.60643,0-20000,-1.15314,11.0,757170
Wolf & Rabbit,2018-04-04,0.50962,Sealtail Studio,LR Studio,windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Indie;RPG,RPG;Adventure;Indie,-0.39433,-0.51471,-0.60461,-0.60557,-0.60643,0-20000,-0.95688,11.0,757180
Vexius,2017-12-15,0.50962,Taggrin,Taggrin,windows,-0.51125,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Action;Casual;Indie,Action;Indie;Casual,-0.51927,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,-0.45535,11.0,757190
EMERGENCY 3,2017-12-19,0.50962,Sixteen Tons Entertainment,Sixteen Tons Entertainment,windows,-0.51125,Single-player;Includes level editor,Simulation;Strategy,Simulation;Strategy;RTS,-0.70668,-0.57722,-0.56646,-0.60557,-0.60643,0-20000,0.19883,11.0,757200
EMERGENCY 4 Deluxe,2018-04-24,0.50962,Sixteen Tons Entertainment,Sixteen Tons Entertainment,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Includes level editor,Simulation;Strategy,Simulation;Strategy;Mod,-0.70668,-0.56829,-0.52831,-0.60557,-0.60643,0-20000,1.72524,11.0,757210
Donjon Defense,2017-12-14,0.50962,Obi-Wanya,Obi-Wanya,windows,-0.51125,Single-player;Steam Achievements,Casual;Strategy,Strategy;Casual,-0.59736,-0.59508,-0.61341,-0.60557,-0.60643,0-20000,-0.2809,11.0,757230
Aimtastic,2018-01-28,0.50962,Victor Möller,Victor Möller,windows,-0.51125,Single-player;Steam Workshop;Stats;Steam Leaderboards,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Action,-0.70668,-0.21823,-0.53418,-0.50047,-0.45695,100000-200000,-1.3254,8.0,757240
On Board,2017-12-07,0.50962,Stein Bock Games,Stein Bock Games,windows,-0.51125,Single-player,Casual;Indie,Indie;Casual;RPGMaker,-0.70668,-0.59091,-0.58113,-0.60557,-0.60643,0-20000,-1.15314,11.0,757290
Truberbrook / Trüberbrook,2019-03-12,0.50962,btf,Headup;WhisperGames,windows;mac;linux,-0.51125,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Singleplayer,-0.17568,-0.47959,-0.40799,-0.60557,-0.60643,0-20000,4.12389,11.0,757300
qop 2,2017-12-12,0.50962,Quiet River,Quiet River,windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,6.82101,-0.52364,-0.60167,-0.60557,-0.60643,0-20000,-1.15314,11.0,757330
SAWKOBAN,2018-01-11,0.50962,Bullid Games,Bullid Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Captions available,Casual;Indie,Indie;Casual;Puzzle,1.65158,-0.57186,-0.57526,-0.60557,-0.60643,0-20000,0.24244,11.0,757350
Ship Ahoy Open BETA,2018-01-16,0.50962,OKAM Studio,OKAM Studio,windows,-0.51125,Single-player;Online Multi-Player,Action;Casual;Free to Play;Indie;Massively Multiplayer;Simulation,Free to Play;Action;Massively Multiplayer,-0.70668,-0.5802,-0.60167,-0.60557,-0.60643,20000-50000,-1.3254,10.0,757380
CITY BALLS VR,2017-12-20,0.50962,Thiele Media,Thiele Media,windows,-0.51125,Single-player;Steam Achievements;Steam Cloud,Action;Early Access,Early Access;Action;VR,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,2.05233,11.0,757400
Zombie Crisis: Last One Standing,2018-04-16,0.50962,UVWGAME,UVWGAME,windows,-0.51125,Local Multi-Player,Action;Adventure;Indie;Early Access,Early Access;Indie;Action,-0.70668,-0.5933,-0.5958,-0.60557,-0.60643,0-20000,-0.86966,11.0,757420
